ATM_ID,SHORTNAM,CARDHOLD,FRAUD_TY,FRAUD,ISSUER_I,MAKE,MODEL,FACILITI,ATM_POSI,INSTITUT,POST_COD_Town,POST_COD_Region,Day of Week,Time of Day,Time of Day Band
"ATM_S4847","ANPC","Card_S4849","HIGH CONSECUTIVE BALANCES",1,"106","NCR",5084.000000,"FF","Wall","BARC","Bolton","North West","4. Wednesday","20","4. Evening (6pm to 10pm)"
"ATM_S4847","RBS","Card_S4850","HIGH CONSECUTIVE BALANCES",1,"648","NCR",5084.000000,"FF","Wall","BARC","Bolton","North West","4. Wednesday","20","4. Evening (6pm to 10pm)"
"ATM_S4847","RBS","Card_S4851","HIGH CONSECUTIVE BALANCES",1,"648","NCR",5084.000000,"FF","Wall","BARC","Bolton","North West","4. Wednesday","20","4. Evening (6pm to 10pm)"
"ATM_S4852","ANPC","Card_S4853","HIGH CONSECUTIVE BALANCES",1,"806","NCR",5084.000000,"FF","Wall","BARC","Manchester","North West","5. Thursday","5","2. Morning (4am to midday)"
"ATM_S4854","NWST","Card_S4855","NOT FRAUDULENT",0,"716","NCR",5084.000000,"FF","Wall","BARC","Ipswich","East Anglia","3. Tuesday","22","4. Evening (6pm to 10pm)"
"ATM_S4856","LLDS","Card_S4857","NOT FRAUDULENT",0,"258","NCR",5084.000000,"FF","Wall","BARC","Ipswich","East Anglia","7. Saturday","10","2. Morning (4am to midday)"
"ATM_S4856","NWST","Card_S4858","NOT FRAUDULENT",0,"716","NCR",5084.000000,"FF","Wall","BARC","Ipswich","East Anglia","2. Monday","15","3. Afternoon (1pm to 5pm)"
"ATM_S4859","DINE","Card_S4860","NOT FRAUDULENT",0,"1LX","NCR",5084.000000,"FF","Wall","BARC","Guildford","South East","5. Thursday","21","4. Evening (6pm to 10pm)"
"ATM_S4861","HSBC","Card_S4862","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"F56","NCR",5084.000000,"FF","Wall","BARC","Guildford","South East","1. Sunday","0","1. Late at Night (11pm - 3am)"
"ATM_S4863","LLDS","Card_S4864","NOT FRAUDULENT",0,"458","NCR",5084.000000,"FF","Wall","BARC","Guildford","South East","4. Wednesday","20","4. Evening (6pm to 10pm)"
"ATM_S4863","ALEI","Card_S4865","INTERCEPT",1,"404","NCR",5084.000000,"FF","Wall","BARC","Guildford","South East","2. Monday","12","2. Morning (4am to midday)"
"ATM_S4866","NWST","Card_S4867","NOT FRAUDULENT",0,"816","NCR",5684.000000,"FF","Wall","BARC","Guildford","South East","5. Thursday","22","4. Evening (6pm to 10pm)"
"ATM_S4866","NWST","Card_S4868","INCORRECT PIN",1,"816","NCR",5684.000000,"FF","Wall","BARC","Guildford","South East","5. Thursday","20","4. Evening (6pm to 10pm)"
"ATM_S4869","ANPC","Card_S4870","NOT FRAUDULENT",0,"706","NCR",5084.000000,"FF","Wall","BARC","Cambridge","East Anglia","2. Monday","9","2. Morning (4am to midday)"
"ATM_S4869","COOP","Card_S4871","NOT FRAUDULENT",0,"202","NCR",5084.000000,"FF","Wall","BARC","Cambridge","East Anglia","6. Friday","12","2. Morning (4am to midday)"
"ATM_S4872","LLDS","Card_S4873","NOT FRAUDULENT",0,"B60","NCR",5084.000000,"FF","Lobby","BARC","Cambridge","East Anglia","3. Tuesday","9","2. Morning (4am to midday)"
"ATM_S4874","NWST","Card_S4875","NOT FRAUDULENT",0,"216","NCR",5084.000000,"FF","Wall","BARC","Cambridge","East Anglia","4. Wednesday","20","4. Evening (6pm to 10pm)"
"ATM_S4874","LLDS","Card_S4876","NOT FRAUDULENT",0,"258","NCR",5084.000000,"FF","Wall","BARC","Cambridge","East Anglia","7. Saturday","20","4. Evening (6pm to 10pm)"
"ATM_S4877","LLDS","Card_S4878","NOT FRAUDULENT",0,"158","NCR",5684.000000,"ND","Supermarket","BARC","Cambridge","East Anglia","6. Friday","20","4. Evening (6pm to 10pm)"
"ATM_S4879","RBS","Card_S4880","NOT FRAUDULENT",0,"548","NCR",5084.000000,"FF","Wall","BARC","Cambridge","East Anglia","5. Thursday","10","2. Morning (4am to midday)"
"ATM_S4881","LLDS","Card_S4882","NOT FRAUDULENT",0,"260","NCR",5684.000000,"FF","Supermarket","BARC","Cambridge","East Anglia","7. Saturday","12","2. Morning (4am to midday)"
"ATM_S4883","BOS","Card_S4884","INCORRECT PIN",1,"228","NCR",5070.000000,"FF","Wall","BARC","Cantebury","South East","5. Thursday","16","3. Afternoon (1pm to 5pm)"
"ATM_S4885","NWST","Card_S4886","NOT FRAUDULENT",0,"716","NCR",5084.000000,"FF","Wall","BARC","Medway","South East","6. Friday","21","4. Evening (6pm to 10pm)"
"ATM_S4887","COOP","Card_S4888","NOT FRAUDULENT",0,"202","NCR",5084.000000,"FF","Wall","BARC","Cantebury","South East","5. Thursday","13","3. Afternoon (1pm to 5pm)"
"ATM_S4889","NWST","Card_S4890","NOT FRAUDULENT",0,"816","NCR",5084.000000,"FF","Wall","BARC","Cantebury","South East","1. Sunday","10","2. Morning (4am to midday)"
"ATM_S4889","NWST","Card_S4891","NOT FRAUDULENT",0,"216","NCR",5084.000000,"FF","Wall","BARC","Cantebury","South East","6. Friday","8","2. Morning (4am to midday)"
"ATM_S4889","RBS","Card_S4892","INTERCEPT",1,"848","NCR",5084.000000,"FF","Wall","BARC","Cantebury","South East","5. Thursday","15","3. Afternoon (1pm to 5pm)"
"ATM_S4893","NWST","Card_S4894","NOT FRAUDULENT",0,"816","NCR",5684.000000,"FF","Supermarket","BARC","Cantebury","South East","5. Thursday","21","4. Evening (6pm to 10pm)"
"ATM_S4895","HSBC","Card_S4896","NOT FRAUDULENT",0,"C56","NCR",5084.000000,"FF","Wall","BARC","Cardiff","Wales","1. Sunday","13","3. Afternoon (1pm to 5pm)"
"ATM_S4897","NWST","Card_S4898","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"716","NCR",5084.000000,"FF","Wall","BARC","Cardiff","Wales","1. Sunday","0","1. Late at Night (11pm - 3am)"
"ATM_S4899","ANPC","Card_S4900","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"706","NCR",5084.000000,"FF","Wall","BARC","Cardiff","Wales","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S4899","ANPC","Card_S4901","INCORRECT PIN",1,"706","NCR",5084.000000,"FF","Wall","BARC","Cardiff","Wales","7. Saturday","3","1. Late at Night (11pm - 3am)"
"ATM_S4902","LLDS","Card_S4903","NOT FRAUDULENT",0,"B60","NCR",5084.000000,"FF","Wall","BARC","Cardiff","Wales","1. Sunday","14","3. Afternoon (1pm to 5pm)"
"ATM_S4904","LLDS","Card_S4905","NOT FRAUDULENT",0,"D58","NCR",5084.000000,"FF","Wall","BARC","Cardiff","Wales","4. Wednesday","15","3. Afternoon (1pm to 5pm)"
"ATM_S4906","ALEI","Card_S4907","INCORRECT PIN",1,"404","NCR",5084.000000,"FF","Wall","BARC","Cardiff","Wales","5. Thursday","10","2. Morning (4am to midday)"
"ATM_S4908","HSBC","Card_S4909","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"A56","NCR",5084.000000,"FF","Wall","BARC","Cardiff","Wales","5. Thursday","0","1. Late at Night (11pm - 3am)"
"ATM_S4910","COOP","Card_S4911","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"202","NCR",5084.000000,"FF","Wall","BARC","Cardiff","Wales","4. Wednesday","0","1. Late at Night (11pm - 3am)"
"ATM_S4910","LLDS","Card_S4912","NOT FRAUDULENT",0,"A58","NCR",5084.000000,"FF","Wall","BARC","Cardiff","Wales","7. Saturday","22","4. Evening (6pm to 10pm)"
"ATM_S4913","HAFX","Card_S4914","INCORRECT PIN",1,"414","NCR",5084.000000,"FF","Wall","BARC","Cardiff","Wales","7. Saturday","11","2. Morning (4am to midday)"
"ATM_S4915","HSBC","Card_S4916","NOT FRAUDULENT",0,"756","NCR",5084.000000,"FF","Wall","BARC","Cardiff","Wales","1. Sunday","13","3. Afternoon (1pm to 5pm)"
"ATM_S4917","HAFX","Card_S4918","INCORRECT PIN",1,"314","NCR",5084.000000,"FF","Wall","BARC","Cardiff","Wales","1. Sunday","15","3. Afternoon (1pm to 5pm)"
"ATM_S4919","LLDS","Card_S4920","NOT FRAUDULENT",0,"F60","NCR",5084.000000,"FF","Wall","BARC","Cardiff","Wales","7. Saturday","10","2. Morning (4am to midday)"
"ATM_S4921","LLDS","Card_S4922","NOT FRAUDULENT",0,"D58","NCR",5684.000000,"FF","Supermarket","BARC","Cardiff","Wales","3. Tuesday","4","2. Morning (4am to midday)"
"ATM_S4923","RBS","Card_S4924","NOT FRAUDULENT",0,"148","NCR",5084.000000,"FF","Wall","BARC","Shrewsbury","Wales","1. Sunday","11","2. Morning (4am to midday)"
"ATM_S4925","HSBC","Card_S4926","NOT FRAUDULENT",0,"B56","NCR",5084.000000,"FF","Wall","BARC","Swansea","Wales","4. Wednesday","12","2. Morning (4am to midday)"
"ATM_S4927","BOS","Card_S4928","INCORRECT PIN",1,"628","NCR",5084.000000,"FF","Wall","BARC","Carlisle","North","6. Friday","7","2. Morning (4am to midday)"
"ATM_S4929","LLDS","Card_S4930","NOT FRAUDULENT",0,"D60","NCR",5084.000000,"FF","Wall","BARC","Carlisle","North","5. Thursday","13","3. Afternoon (1pm to 5pm)"
"ATM_S4929","LLDS","Card_S4931","NOT FRAUDULENT",0,"758","NCR",5084.000000,"FF","Wall","BARC","Carlisle","North","2. Monday","10","2. Morning (4am to midday)"
"ATM_S4932","CUBS","Card_S4933","NOT FRAUDULENT",0,"142","NCR",5684.000000,"FF","Wall","BARC","Carlisle","North","5. Thursday","12","2. Morning (4am to midday)"
"ATM_S4934","LLDS","Card_S4935","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"458","NCR",5084.000000,"FF","Wall","BARC","Carlisle","North","6. Friday","22","4. Evening (6pm to 10pm)"
"ATM_S4936","RBS","Card_S4937","NOT FRAUDULENT",0,"148","NCR",5684.000000,"FF","Supermarket","BARC","Carlisle","North","7. Saturday","11","2. Morning (4am to midday)"
"ATM_S4938","NWST","Card_S4939","NOT FRAUDULENT",0,"816","NCR",5684.000000,"FF","Wall","BARC","Swansea","Wales","2. Monday","17","3. Afternoon (1pm to 5pm)"
"ATM_S4940","BOS","Card_S4941","INTERCEPT",1,"628","NCR",5084.000000,"FF","Wall","BARC","Chelmsford","South East","6. Friday","11","2. Morning (4am to midday)"
"ATM_S4942","RBS","Card_S4943","INCORRECT PIN",1,"248","NCR",5084.000000,"FF","Wall","BARC","Chelmsford","South East","5. Thursday","0","1. Late at Night (11pm - 3am)"
"ATM_S4944","HSBC","Card_S4945","NOT FRAUDULENT",0,"I56","NCR",5084.000000,"FF","Wall","BARC","Chelmsford","South East","3. Tuesday","10","2. Morning (4am to midday)"
"ATM_S4946","NBS","Card_S4947","NOT FRAUDULENT",0,"700","NCR",5084.000000,"FF","Wall","BARC","Gloucester","South West","2. Monday","22","4. Evening (6pm to 10pm)"
"ATM_S4948","HSBC","Card_S4949","NOT FRAUDULENT",0,"356","NCR",5084.000000,"FF","Wall","BARC","Gloucester","South West","1. Sunday","12","2. Morning (4am to midday)"
"ATM_S4950","ALEI","Card_S4951","NOT FRAUDULENT",0,"404","NCR",5084.000000,"FF","Wall","BARC","Gloucester","South West","2. Monday","5","2. Morning (4am to midday)"
"ATM_S4952","LLDS","Card_S4953","NOT FRAUDULENT",0,"B60","NCR",5084.000000,"FF","Supermarket","BARC","Gloucester","South West","1. Sunday","10","2. Morning (4am to midday)"
"ATM_S4954","NWST","Card_S4955","INTERCEPT",1,"716","NCR",5084.000000,"FF","Wall","BARC","Enfield","South East","5. Thursday","14","3. Afternoon (1pm to 5pm)"
"ATM_S4956","NWST","Card_S4957","NOT FRAUDULENT",0,"216","NCR",5684.000000,"FF","Wall","BARC","Enfield","South East","5. Thursday","21","4. Evening (6pm to 10pm)"
"ATM_S4956","HAFX","Card_S4958","NOT FRAUDULENT",0,"714","NCR",5684.000000,"FF","Wall","BARC","Enfield","South East","3. Tuesday","7","2. Morning (4am to midday)"
"ATM_S4959","LLDS","Card_S4960","NOT FRAUDULENT",0,"158","NCR",,"FF","Wall","BARC","Enfield","South East","6. Friday","21","4. Evening (6pm to 10pm)"
"ATM_S4961","NBS","Card_S4962","NOT FRAUDULENT",0,"700","",5084.000000,"FF","Wall","BARC","Stevenage","South East","5. Thursday","13","3. Afternoon (1pm to 5pm)"
"ATM_S4963","HSBC","Card_S4964","NOT FRAUDULENT",0,"D56","NCR",5084.000000,"FF","Wall","BARC","Chester","Wales","2. Monday","15","3. Afternoon (1pm to 5pm)"
"ATM_S4963","ANPC","Card_S4965","NOT FRAUDULENT",0,"706","NCR",5084.000000,"FF","Wall","BARC","Chester","Wales","6. Friday","21","4. Evening (6pm to 10pm)"
"ATM_S4966","SAIN","Card_S4967","INTERCEPT",1,"126","NCR",5084.000000,"FF","Wall","BARC","Warrington","North West","4. Wednesday","16","3. Afternoon (1pm to 5pm)"
"ATM_S4968","LLDS","Card_S4969","NOT FRAUDULENT",0,"858","NCR",5084.000000,"FF","Wall","BARC","Portsmouth","South East","7. Saturday","12","2. Morning (4am to midday)"
"ATM_S4970","ALEI","Card_S4971","NOT FRAUDULENT",0,"404","NCR",5084.000000,"FF","Wall","BARC","Brighton","South East","2. Monday","16","3. Afternoon (1pm to 5pm)"
"ATM_S4972","BOS","Card_S4973","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"728","NCR",5084.000000,"FF","Wall","BARC","Portsmouth","South East","3. Tuesday","23","1. Late at Night (11pm - 3am)"
"ATM_S4972","NBS","Card_S4974","NOT FRAUDULENT",0,"700","NCR",5084.000000,"FF","Wall","BARC","Portsmouth","South East","3. Tuesday","20","4. Evening (6pm to 10pm)"
"ATM_S4975","NWST","Card_S4976","NOT FRAUDULENT",0,"816","NCR",5084.000000,"FF","Wall","BARC","Guildford","South East","7. Saturday","20","4. Evening (6pm to 10pm)"
"ATM_S4975","NWST","Card_S4977","CONSECUTIVE BALANCES",1,"716","NCR",5084.000000,"FF","Wall","BARC","Guildford","South East","7. Saturday","16","3. Afternoon (1pm to 5pm)"
"ATM_S4975","NWST","Card_S4978","CONSECUTIVE BALANCES",1,"816","NCR",5084.000000,"FF","Wall","BARC","Guildford","South East","7. Saturday","16","3. Afternoon (1pm to 5pm)"
"ATM_S4975","NWST","Card_S4979","CONSECUTIVE BALANCES",1,"816","NCR",5084.000000,"FF","Wall","BARC","Guildford","South East","7. Saturday","16","3. Afternoon (1pm to 5pm)"
"ATM_S4980","LLDS","Card_S4981","NOT FRAUDULENT",0,"360","NCR",5084.000000,"FF","Wall","BARC","Colchester","South East","1. Sunday","11","2. Morning (4am to midday)"
"ATM_S4980","HAFX","Card_S4982","INCORRECT PIN",1,"614","NCR",5084.000000,"FF","Wall","BARC","Colchester","South East","7. Saturday","17","3. Afternoon (1pm to 5pm)"
"ATM_S4980","YBK","Card_S4983","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"530","NCR",5084.000000,"FF","Wall","BARC","Colchester","South East","7. Saturday","0","1. Late at Night (11pm - 3am)"
"ATM_S4980","NOPE","Card_S4984","NOT FRAUDULENT",0,"1AX","NCR",5084.000000,"FF","Wall","BARC","Colchester","South East","7. Saturday","20","4. Evening (6pm to 10pm)"
"ATM_S4985","RBS","Card_S4986","INTERCEPT",1,"A48","NCR",5070.000000,"FF","Wall","BARC","Colchester","South East","5. Thursday","10","2. Morning (4am to midday)"
"ATM_S4987","RBS","Card_S4988","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"248","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","2. Monday","0","1. Late at Night (11pm - 3am)"
"ATM_S4987","NWST","Card_S4989","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"216","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S4990","ANPC","Card_S4991","INCORRECT PIN",1,"806","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","7. Saturday","22","4. Evening (6pm to 10pm)"
"ATM_S4990","ALEI","Card_S4992","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"404","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","2. Monday","23","1. Late at Night (11pm - 3am)"
"ATM_S4990","HSBC","Card_S4993","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"756","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","6. Friday","23","1. Late at Night (11pm - 3am)"
"ATM_S4990","LLDS","Card_S4994","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"758","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S4990","BOS","Card_S4995","NOT FRAUDULENT",0,"228","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","6. Friday","8","2. Morning (4am to midday)"
"ATM_S4990","HSBC","Card_S4996","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"656","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","1. Sunday","0","1. Late at Night (11pm - 3am)"
"ATM_S4997","LLDS","Card_S4998","NOT FRAUDULENT",0,"960","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","7. Saturday","10","2. Morning (4am to midday)"
"ATM_S4999","LLDS","Card_S5000","NOT FRAUDULENT",0,"958","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","6. Friday","11","2. Morning (4am to midday)"
"ATM_S5001","LLDS","Card_S5002","NOT FRAUDULENT",0,"560","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","1. Sunday","14","3. Afternoon (1pm to 5pm)"
"ATM_S5003","HAFX","Card_S5004","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"A14","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","6. Friday","23","1. Late at Night (11pm - 3am)"
"ATM_S5005","ANPC","Card_S5006","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"706","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","7. Saturday","0","1. Late at Night (11pm - 3am)"
"ATM_S5005","NWST","Card_S5007","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"216","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","7. Saturday","23","1. Late at Night (11pm - 3am)"
"ATM_S5008","LLDS","Card_S5009","NOT FRAUDULENT",0,"860","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","7. Saturday","10","2. Morning (4am to midday)"
"ATM_S5008","ANPC","Card_S5010","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"206","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","3. Tuesday","0","1. Late at Night (11pm - 3am)"
"ATM_S5008","NWST","Card_S5011","NOT FRAUDULENT",0,"216","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","4. Wednesday","13","3. Afternoon (1pm to 5pm)"
"ATM_S5008","NBS","Card_S5012","NOT FRAUDULENT",0,"700","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","3. Tuesday","21","4. Evening (6pm to 10pm)"
"ATM_S5008","LLDS","Card_S5013","NOT FRAUDULENT",0,"760","NCR",5084.000000,"FF","Wall","BARC","London SW","South East","3. Tuesday","12","2. Morning (4am to midday)"
"ATM_S5014","ANPC","Card_S5015","NOT FRAUDULENT",0,"206","NCR",5084.000000,"FF","Supermarket","BARC","London SW","South East","4. Wednesday","11","2. Morning (4am to midday)"
"ATM_S5014","HAFX","Card_S5016","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"414","NCR",5084.000000,"FF","Supermarket","BARC","London SW","South East","2. Monday","0","1. Late at Night (11pm - 3am)"
"ATM_S5017","HSBC","Card_S5018","NOT FRAUDULENT",0,"A56","NCR",5084.000000,"FF","Wall","BARC","Colchester","South East","2. Monday","20","4. Evening (6pm to 10pm)"
"ATM_S5019","NWST","Card_S5020","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"716","NCR",5084.000000,"FF","Wall","BARC","Colchester","South East","6. Friday","23","1. Late at Night (11pm - 3am)"
"ATM_S5021","ALEI","Card_S5022","NOT FRAUDULENT",0,"404","NCR",5084.000000,"FF","Wall","BARC","Colchester","South East","4. Wednesday","14","3. Afternoon (1pm to 5pm)"
"ATM_S5023","COOP","Card_S5024","NOT FRAUDULENT",0,"202","NCR",5084.000000,"FF","Supermarket","BARC","Colchester","South East","1. Sunday","11","2. Morning (4am to midday)"
"ATM_S5025","CVBS","Card_S5026","NOT FRAUDULENT",0,"134","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","5. Thursday","21","4. Evening (6pm to 10pm)"
"ATM_S5027","NBS","Card_S5028","NOT FRAUDULENT",0,"700","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","2. Monday","22","4. Evening (6pm to 10pm)"
"ATM_S5029","LLDS","Card_S5030","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"C60","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","7. Saturday","0","1. Late at Night (11pm - 3am)"
"ATM_S5029","HSBC","Card_S5031","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"456","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S5029","LLDS","Card_S5032","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"458","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","1. Sunday","1","1. Late at Night (11pm - 3am)"
"ATM_S5029","LLDS","Card_S5033","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"D60","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","1. Sunday","0","1. Late at Night (11pm - 3am)"
"ATM_S5029","NWST","Card_S5034","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"216","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","4. Wednesday","0","1. Late at Night (11pm - 3am)"
"ATM_S5029","RBS","Card_S5035","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"148","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","2. Monday","0","1. Late at Night (11pm - 3am)"
"ATM_S5029","WOOL","Card_S5036","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"112","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","3. Tuesday","0","1. Late at Night (11pm - 3am)"
"ATM_S5029","NBS","Card_S5037","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"700","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","7. Saturday","0","1. Late at Night (11pm - 3am)"
"ATM_S5029","CVBS","Card_S5038","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"134","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","6. Friday","1","1. Late at Night (11pm - 3am)"
"ATM_S5029","ANPC","Card_S5039","INTERCEPT",1,"706","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","3. Tuesday","16","3. Afternoon (1pm to 5pm)"
"ATM_S5029","HAFX","Card_S5040","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"214","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S5029","LLDS","Card_S5041","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"160","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S5029","NWST","Card_S5042","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"716","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","2. Monday","0","1. Late at Night (11pm - 3am)"
"ATM_S5029","RBS","Card_S5043","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"748","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","1. Sunday","0","1. Late at Night (11pm - 3am)"
"ATM_S5044","NBS","Card_S5045","NOT FRAUDULENT",0,"700","NCR",5084.000000,"FF","Wall","BARC","Coventry","West Midlands","3. Tuesday","12","2. Morning (4am to midday)"
"ATM_S5046","NBS","Card_S5047","INTERCEPT",1,"700","NCR",5070.000000,"FF","Wall","BARC","Coventry","West Midlands","3. Tuesday","11","2. Morning (4am to midday)"
"ATM_S5048","LLDS","Card_S5049","NOT FRAUDULENT",0,"A60","NCR",5084.000000,"FF","Supermarket","BARC","Coventry","West Midlands","3. Tuesday","12","2. Morning (4am to midday)"
"ATM_S5048","HSBC","Card_S5050","INCORRECT PIN",1,"H56","NCR",5084.000000,"FF","Supermarket","BARC","Coventry","West Midlands","4. Wednesday","6","2. Morning (4am to midday)"
"ATM_S5051","CVBS","Card_S5052","NOT FRAUDULENT",0,"134","TTW",,"FF","Supermarket","BARC","Coventry","West Midlands","1. Sunday","15","3. Afternoon (1pm to 5pm)"
"ATM_S5051","CVBS","Card_S5053","NOT FRAUDULENT",0,"134","TTW",,"FF","Supermarket","BARC","Coventry","West Midlands","5. Thursday","9","2. Morning (4am to midday)"
"ATM_S5056","HSBC","Card_S5057","NOT FRAUDULENT",0,"356","NCR",5084.000000,"FF","Wall","BARC","Newcastle Upon Tyne","North","6. Friday","11","2. Morning (4am to midday)"
"ATM_S5058","HSBC","Card_S5059","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"G56","NCR",5084.000000,"FF","Wall","BARC","Redhill","South East","7. Saturday","0","1. Late at Night (11pm - 3am)"
"ATM_S5058","NBS","Card_S5060","NOT FRAUDULENT",0,"700","NCR",5084.000000,"FF","Wall","BARC","Redhill","South East","2. Monday","11","2. Morning (4am to midday)"
"ATM_S5061","ALEI","Card_S5062","NOT FRAUDULENT",0,"404","NCR",5084.000000,"FF","Wall","BARC","Redhill","South East","6. Friday","21","4. Evening (6pm to 10pm)"
"ATM_S5061","HSBC","Card_S5063","INCORRECT PIN",1,"656","NCR",5084.000000,"FF","Wall","BARC","Redhill","South East","1. Sunday","12","2. Morning (4am to midday)"
"ATM_S5064","NWST","Card_S5065","NOT FRAUDULENT",0,"716","NCR",5084.000000,"FF","Wall","BARC","Redhill","South East","2. Monday","13","3. Afternoon (1pm to 5pm)"
"ATM_S5077","HAFX","Card_S5078","INTERCEPT",1,"114","NCR",5084.000000,"FF","Wall","BARC","Crewe","North West","6. Friday","16","3. Afternoon (1pm to 5pm)"
"ATM_S5081","LLDS","Card_S5082","CONSECUTIVE BALANCES",1,"358","NCR",5684.000000,"FF","Supermarket","BARC","Crewe","North West","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S5081","NBS","Card_S5083","CONSECUTIVE BALANCES",1,"700","NCR",5684.000000,"FF","Supermarket","BARC","Crewe","North West","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S5081","HAFX","Card_S5084","INCORRECT PIN",1,"314","NCR",5684.000000,"FF","Supermarket","BARC","Crewe","North West","4. Wednesday","11","2. Morning (4am to midday)"
"ATM_S5085","HSBC","Card_S5086","NOT FRAUDULENT",0,"756","NCR",5084.000000,"FF","Wall","BARC","Croydon","South East","7. Saturday","22","4. Evening (6pm to 10pm)"
